,name,amenity,lat,lon,neighbourhood
346,Trees Coffee,cafe,49.2848065,-123.1143227,Downtown
347,Creme de la Crumb,cafe,49.2847372,-123.1144476,Downtown
360,Dubh Linn Gate,pub,49.2714968,-123.1006411,Mount Pleasant
361,A&W,fast_food,49.2730334,-123.1003915,Downtown
371,Café Crêpe,cafe,49.2814148,-123.1194673,Downtown
372,,cafe,49.2881125,-123.1146371,Downtown
449,Chasers,cafe,49.2760414,-123.1196355,Downtown
450,Lime & Moon Pie Company,cafe,49.2756829,-123.120168,Downtown
451,Subway,fast_food,49.2764887,-123.1189668,Downtown
452,Coffee House,cafe,49.2764101,-123.1190813,Downtown
454,Tap & Barrel,pub,49.2898003,-123.1168924,Downtown
465,Johnnie Fox's,bar,49.2790349,-123.1235947,Downtown
471,Blenz,cafe,49.2861774,-123.1269715,West End
472,Metro News,vending_machine,49.2577236,-123.1650747,Kitsilano
473,Metro News,vending_machine,49.2577236,-123.1650881,Kitsilano
474,Homes and Land Magazine,vending_machine,49.2577245,-123.1651002,Kitsilano
475,Pleasant Beans Coffee House,cafe,49.2638449,-123.1000453,Mount Pleasant
476,Nelson the Seagull,cafe,49.2821626,-123.1045058,Downtown
477,Blenz Coffee,cafe,49.2870382,-123.1181012,Downtown
480,Book Kyung Ban Jeoun & BK Karaoke,fast_food,49.2898216,-123.1332015,West End
482,The Alley,fast_food,49.2807848,-123.124856,Downtown
490,Roots Café,cafe,49.2255047,-123.1013836,Sunset
491,The Cockpit,cafe,49.290443,-123.1176585,Downtown
492,Subway,fast_food,49.2716748,-123.0947341,Strathcona
493,Taco Del Mar,fast_food,49.2717323,-123.0948814,Strathcona
507,Paragon Pizza,fast_food,49.2208148,-123.0656937,Victoria-Fraserview
508,Prohibition,bar,49.2837396,-123.1184966,Downtown
510,Milk & Sugar Cafe,cafe,49.233308,-123.0338835,Renfrew-Collingwood
511,Subway,fast_food,49.2372522,-123.0325583,Renfrew-Collingwood
512,Sunflower Bubble Tea,cafe,49.2380309,-123.0322916,Renfrew-Collingwood
514,Subway,fast_food,49.2637503,-123.0242122,Renfrew-Collingwood
516,Milano Coffee Roasters,cafe,49.2909208,-123.1365182,West End
517,Breka Bakery & Cafe,cafe,49.2913209,-123.135935,West End
518,Blenz Coffee,cafe,49.2902367,-123.1375735,West End
519,Hui Lau Shan,cafe,49.2904186,-123.1372778,West End
521,Opa! Of Greece,fast_food,49.2833353,-123.1174336,Downtown
523,Little Caesars,fast_food,49.2308106,-123.0908083,Sunset
527,Loving Hut Express food van,fast_food,49.2740786,-123.1213858,Downtown
533,Starbucks,cafe,49.2846042,-123.1245931,West End
536,Aphrodite's Organic Cafe,cafe,49.2687642,-123.183797,Kitsilano
537,Blenz Coffee,cafe,49.268464,-123.1854523,Kitsilano
540,The Shameful Tiki,bar,49.2468517,-123.1009139,Riley Park
542,Hollywood North,bar,49.2799921,-123.1197031,Downtown
543,Numero Uno Pizza,fast_food,49.2772057,-123.1265215,Downtown
544,Starbucks,cafe,49.2789586,-123.1212246,Downtown
545,Nero Belgian Waffle Bar,cafe,49.2783848,-123.1220442,Downtown
546,Sushi Howe,fast_food,49.277516,-123.1270838,Downtown
548,Dogwood Lounge,bar,49.2098852,-123.0817139,Sunset
549,Cinema Public House,pub,49.2803131,-123.1216797,Downtown
550,Pizza Garden,fast_food,49.2801553,-123.1209311,Downtown
551,Donair King,fast_food,49.2794471,-123.1300198,West End
554,Railway Club,bar,49.2829389,-123.115118,Downtown
557,Homer St Cafe and Bar,cafe,49.2784178,-123.1182179,Downtown
558,Fat Burger,fast_food,49.2802263,-123.1307093,West End
564,Nemesis,cafe,49.282764,-123.1102832,Downtown
567,True Confections,cafe,49.290792,-123.1362563,West End
576,Yale Hotel,pub,49.2759064,-123.1278016,Downtown
593,Moja Coffee,cafe,49.2747084,-123.0692817,Grandview-Woodland
601,Quiznos,fast_food,49.2871644,-123.1197099,Downtown
604,Baker & Table,cafe,49.2263571,-123.0905461,Sunset
605,Tim Hortons,fast_food,49.2311162,-123.0904218,Sunset
613,KFC,fast_food,49.2434728,-123.0621724,Kensington-Cedar Cottage
614,El Caracol Mexican Cafe,cafe,49.2375315,-123.0650461,Kensington-Cedar Cottage
615,Starbucks,cafe,49.2251239,-123.0535019,Victoria-Fraserview
616,Papa's Gourmet Pizza,fast_food,49.2581579,-123.1009455,Mount Pleasant
617,Church's Chicken,fast_food,49.2325226,-123.090106,Sunset
618,Waves Coffee House,cafe,49.2882295,-123.1233339,Downtown
619,Wick's Cafe,cafe,49.2040556,-123.134982,Marpole
620,Uncle Fatih's Pizza,fast_food,49.2792588,-123.1074257,Downtown
621,Freshslice,fast_food,49.2793502,-123.1078358,Downtown
622,Something Healthy,fast_food,49.2791132,-123.1074224,Downtown
623,Starbucks,cafe,49.2799372,-123.1073562,Downtown
624,Subway,fast_food,49.2284031,-123.0908169,Sunset
626,Dijo's Pizza,fast_food,49.2808303,-123.045249,Hastings-Sunrise
627,Subway,fast_food,49.2808213,-123.0457204,Hastings-Sunrise
628,PressBox Pub,pub,49.2813339,-123.0454428,Hastings-Sunrise
635,Luppolo Tasting Room,bar,49.2769121,-123.0805868,Strathcona
636,Little Caesars,fast_food,49.2195297,-123.0408142,Killarney
644,Sweet Cherubim,cafe,49.2746801,-123.0698694,Grandview-Woodland
652,Pallet Coffee Roasters,cafe,49.25002,-123.0763241,Kensington-Cedar Cottage
653,KFC,fast_food,49.262628,-123.0874661,Mount Pleasant
654,Metro Cafe Bar,cafe,49.2353139,-123.0381182,Renfrew-Collingwood
656,Tandem Bike Cafe,cafe,49.2571435,-123.1202522,Fairview
657,Rosemary Bagels,fast_food,49.2723618,-123.0693179,Grandview-Woodland
658,Uva,bar,49.279512,-123.1204403,Downtown
661,Big Rock Urban Eatery,pub,49.267356,-123.1110469,Mount Pleasant
666,Fayuca,bar,49.2767582,-123.1201461,Downtown
688,Railtown Cafe,cafe,49.2802382,-123.1232584,Downtown
690,The Portside Pub,pub,49.2835624,-123.1038811,Downtown
696,Tap & Barrel,pub,49.2717552,-123.1060666,Mount Pleasant
698,Starbucks,cafe,49.2093679,-123.1165285,Marpole
699,Subway,fast_food,49.2094689,-123.1164992,Marpole
700,Elysian Coffee Roasters,cafe,49.2670223,-123.1451203,Fairview
708,Blenz Coffee,cafe,49.2859301,-123.1182815,Downtown
710,Bubble World Tea House,cafe,49.2873653,-123.1287891,West End
712,Earnest Ice Cream,ice_cream,49.2795862,-123.0749371,Grandview-Woodland
715,Subway,fast_food,49.2484965,-123.0899419,Kensington-Cedar Cottage
716,Prado Cafe,cafe,49.2474538,-123.0900006,Kensington-Cedar Cottage
717,JJ Bean Coffee Roasters,cafe,49.246691,-123.0903554,Riley Park
720,Delanys Coffee,cafe,49.2882578,-123.1405916,West End
721,Cacao 70,cafe,49.2889364,-123.1395296,West End
722,Burger King,fast_food,49.2889429,-123.1390161,West End
723,iGame Arena,cafe,49.2327351,-123.023744,Renfrew-Collingwood
724,Sugar Loop by Westcoast Darts Cafe,cafe,49.2320493,-123.0262792,Killarney
725,McDonald's,fast_food,49.2060719,-123.125509,Marpole
727,Boba Monster,cafe,49.2321981,-123.0903909,Sunset
728,Green Leaf Bubble Tea,cafe,49.2322594,-123.0903936,Sunset
729,Starbucks,cafe,49.2251518,-123.0904703,Sunset
730,Innocent Ice Cream,ice_cream,49.240749,-123.1016806,Riley Park
731,Falafel Cafe,cafe,49.2505192,-123.0764488,Kensington-Cedar Cottage
732,Domino's,fast_food,49.2510662,-123.0786825,Kensington-Cedar Cottage
733,BT Cafe,cafe,49.2542839,-123.0850295,Kensington-Cedar Cottage
734,Matchstick Coffee Roasters,cafe,49.2572851,-123.0901365,Mount Pleasant
742,Starbucks,cafe,49.2105091,-123.1069,Marpole
746,Panago Pizza,fast_food,49.231433,-123.0316383,Killarney
750,Cafe Medina,cafe,49.2805588,-123.1169062,Downtown
751,The Belmont,bar,49.2790584,-123.1230287,Downtown
752,Beyond Coffee,cafe,49.2809406,-123.1269099,West End
753,Uncle Fatih's Pizza,fast_food,49.2789073,-123.1221767,Downtown
754,McDonald's,fast_food,49.280548,-123.1213662,Downtown
755,Five Guys,fast_food,49.28109,-123.1190968,Downtown
756,Subway,fast_food,49.2616851,-123.0700316,Kensington-Cedar Cottage
757,Blenz Coffee,cafe,49.2625624,-123.0695251,Grandview-Woodland
758,Brothers,cafe,49.2800297,-123.1086595,Downtown
759,Musette Caffè,cafe,49.2805834,-123.1028286,Downtown
760,A&W,fast_food,49.2831516,-123.1154178,Downtown
761,Starbucks,cafe,49.2820489,-123.118486,Downtown
762,Finch's,cafe,49.2827779,-123.1116632,Downtown
763,Hungry Guys,fast_food,49.2792876,-123.1226649,Downtown
765,Juliet's Cafe,cafe,49.2725841,-123.1479944,Kitsilano
766,Flying Wedge Pizza,fast_food,49.2725937,-123.1484867,Kitsilano
767,Planet Veg,fast_food,49.2725847,-123.1487051,Kitsilano
768,Vera's Burger Shack,fast_food,49.2725886,-123.1483117,Kitsilano
769,Panne Rizo,cafe,49.2725841,-123.1486132,Kitsilano
770,Bean Around the World,cafe,49.2725892,-123.1488841,Kitsilano
771,Al Basha,fast_food,49.2725828,-123.1485578,Kitsilano
772,Corduroy,pub,49.2725892,-123.1487921,Kitsilano
773,Siegel's Bagels,fast_food,49.2727038,-123.1472939,Kitsilano
774,Starbucks,cafe,49.2733132,-123.11993,Downtown
775,Steamworks,pub,49.2848692,-123.1109875,Downtown
776,YiFang Taiwan Fruit Tea,cafe,49.290842,-123.1342117,West End
782,Nimby Burger,fast_food,49.2723148,-123.1551667,Kitsilano
